HepG2	Meta	K562	20	0	0.1000	0.0001	0.10	nan	53.6021	0.5779	0.2468	0.6034	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
HepG2	Meta	LCL	20	0	0.1000	0.0001	0.10	nan	49.4355	0.5133	0.2219	0.3828	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
HepG2	Double	K562	20	0	0.1000	0.0001	0.10	nan	77.7449	0.8630	0.5667	0.9338	0.0000	0.0000	0.0000	25.3292	1595.0000	11398.0000
HepG2	Double	LCL	20	0	0.1000	0.0001	0.10	nan	58.2739	0.6643	0.3176	0.6470	0.0000	0.0000	7.2563	11.4801	2770.0000	18100.0000
HepG2	Simple	K562	20	0	0.1000	0.0001	0.10	nan	70.8160	0.7693	0.4345	0.8656	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
HepG2	Simple	LCL	20	0	0.1000	0.0001	0.10	nan	57.9109	0.5902	0.2710	0.6080	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Meta	HepG2	20	0	0.1000	0.0001	0.10	nan	68.1020	0.7506	0.4217	0.7828	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Meta	LCL	20	0	0.1000	0.0001	0.10	nan	59.4931	0.6661	0.3099	0.6686	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Double	HepG2	20	0	0.1000	0.0001	0.10	nan	70.5847	0.8109	0.5103	0.8866	0.0000	0.0000	0.0000	19.5742	1691.0000	10478.0000
K562	Double	LCL	20	0	0.1000	0.0001	0.10	nan	57.0740	0.6806	0.3262	0.6681	0.0000	3.6462	8.0866	11.2996	2770.0000	18100.0000
K562	Simple	HepG2	20	0	0.1000	0.0001	0.10	nan	68.1437	0.7427	0.4218	0.8193	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Simple	LCL	20	0	0.1000	0.0001	0.10	nan	57.6704	0.5845	0.2771	0.5860	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
LCL	Meta	K562	20	0	0.1000	0.0001	0.10	nan	71.3969	0.8189	0.5040	0.8250	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Meta	LCL	20	0	0.1000	0.0001	0.10	nan	63.9983	0.6986	0.3508	0.7407	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
LCL	Double	K562	20	0	0.1000	0.0001	0.10	nan	75.3730	0.8471	0.5426	0.9248	0.0000	0.0000	0.0000	22.7586	1595.0000	11398.0000
LCL	Double	LCL	20	0	0.1000	0.0001	0.10	nan	65.6035	0.7334	0.3960	0.7958	0.0000	7.5090	10.8664	14.5487	2770.0000	18100.0000
LCL	Simple	K562	20	0	0.1000	0.0001	0.10	nan	68.7245	0.8330	0.5083	0.8990	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Simple	LCL	20	0	0.1000	0.0001	0.10	nan	60.6053	0.6474	0.3225	0.7066	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
HepG2	Meta	K562	12	0	0.0010	0.1000	0.20	nan	72.8461	0.8088	0.4775	0.8479	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
HepG2	Meta	LCL	12	0	0.0010	0.1000	0.20	nan	58.8234	0.6487	0.3165	0.6858	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
HepG2	Double	K562	12	0	0.0010	0.1000	0.20	nan	73.7766	0.8307	0.4929	0.9027	0.0000	0.0000	9.9060	16.1755	1595.0000	11398.0000
HepG2	Double	LCL	12	0	0.0010	0.1000	0.20	nan	62.4871	0.6787	0.3016	0.6389	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
HepG2	Simple	K562	12	0	0.0010	0.1000	0.20	nan	59.5887	0.5962	0.2727	0.6841	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
HepG2	Simple	LCL	12	0	0.0010	0.1000	0.20	nan	56.0051	0.5597	0.2145	0.4700	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Meta	HepG2	12	0	0.0010	0.1000	0.20	nan	60.9565	0.6413	0.2773	0.5507	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Meta	LCL	12	0	0.0010	0.1000	0.20	nan	57.0628	0.5969	0.2695	0.5610	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Double	HepG2	12	0	0.0010	0.1000	0.20	nan	66.8319	0.7550	0.4001	0.7941	0.0000	0.0000	0.0000	7.3921	1691.0000	10478.0000
K562	Double	LCL	12	0	0.0010	0.1000	0.20	nan	58.4186	0.6748	0.2939	0.6302	0.0000	0.0000	0.0000	3.5018	2770.0000	18100.0000
K562	Simple	HepG2	12	0	0.0010	0.1000	0.20	nan	70.0367	0.7573	0.4403	0.8342	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Simple	LCL	12	0	0.0010	0.1000	0.20	nan	59.1722	0.6448	0.3180	0.6786	0.0000	0.0000	0.0000	9.7834	2770.0000	18100.0000
LCL	Meta	K562	12	0	0.0010	0.1000	0.20	nan	70.0606	0.7793	0.4238	0.7731	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Meta	LCL	12	0	0.0010	0.1000	0.20	nan	60.0385	0.6331	0.3023	0.6299	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
LCL	Double	K562	12	0	0.0010	0.1000	0.20	nan	75.2164	0.8515	0.5424	0.9088	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Double	LCL	12	0	0.0010	0.1000	0.20	nan	67.0772	0.7420	0.3959	0.7962	0.0000	0.0000	0.0000	14.2960	2770.0000	18100.0000
LCL	Simple	K562	12	0	0.0010	0.1000	0.20	nan	66.4505	0.7710	0.4350	0.8499	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Simple	LCL	12	0	0.0010	0.1000	0.20	nan	62.8993	0.6732	0.3318	0.7212	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
HepG2	Meta	K562	61	1	1.0000	1.0000	0.10	nan	72.9569	0.7818	0.4613	0.8803	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
HepG2	Meta	LCL	61	1	1.0000	1.0000	0.10	nan	58.0368	0.5883	0.2812	0.5991	0.0000	0.0000	0.0000	6.0650	2770.0000	18100.0000
HepG2	Double	K562	61	1	1.0000	1.0000	0.10	nan	75.5785	0.8110	0.5110	0.9077	0.0006	0.3135	3.6991	15.4232	1595.0000	11398.0000
HepG2	Double	LCL	61	1	1.0000	1.0000	0.10	0.6113	59.1167	0.6090	0.2935	0.6542	0.0004	0.3610	0.3610	2.2383	2770.0000	18100.0000
HepG2	Simple	K562	61	1	1.0000	1.0000	0.10	nan	66.1391	0.7132	0.4119	0.8440	0.0000	0.0000	0.0000	11.6614	1595.0000	11398.0000
HepG2	Simple	LCL	61	1	1.0000	1.0000	0.10	nan	58.1751	0.5859	0.2627	0.5934	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Meta	HepG2	61	1	1.0000	1.0000	0.10	nan	64.4857	0.6859	0.3860	0.7784	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Meta	LCL	61	1	1.0000	1.0000	0.10	nan	58.5525	0.5911	0.2827	0.6239	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Double	HepG2	61	1	1.0000	1.0000	0.10	nan	69.4172	0.7596	0.4582	0.8528	0.0000	0.0000	7.0964	14.3111	1691.0000	10478.0000
K562	Double	LCL	61	1	1.0000	1.0000	0.10	nan	59.4032	0.5932	0.3117	0.6609	0.0018	1.8051	6.8592	9.7834	2770.0000	18100.0000
K562	Simple	HepG2	61	1	1.0000	1.0000	0.10	nan	62.1764	0.6882	0.3867	0.7850	0.0000	0.0000	0.0000	0.0000	1691.0000	10478.0000
K562	Simple	LCL	61	1	1.0000	1.0000	0.10	nan	58.3254	0.5933	0.2793	0.6211	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
LCL	Meta	K562	61	1	1.0000	1.0000	0.10	nan	66.5073	0.7643	0.4064	0.8404	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Meta	LCL	61	1	1.0000	1.0000	0.10	nan	58.8498	0.6261	0.2924	0.6682	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
LCL	Double	K562	61	1	1.0000	1.0000	0.10	0.8259	53.8417	0.8221	0.4807	0.8937	0.0006	0.1254	3.0094	11.9122	1595.0000	11398.0000
LCL	Double	LCL	61	1	1.0000	1.0000	0.10	0.7346	50.9467	0.6310	0.3116	0.7048	0.0004	0.0722	0.0722	1.8051	2770.0000	18100.0000
LCL	Simple	K562	61	1	1.0000	1.0000	0.10	nan	62.5830	0.6873	0.3516	0.7910	0.0000	0.0000	0.0000	0.0000	1595.0000	11398.0000
LCL	Simple	LCL	61	1	1.0000	1.0000	0.10	nan	58.1872	0.6062	0.2817	0.6413	0.0000	0.0000	0.0000	2.0578	2770.0000	18100.0000
HepG2	Meta	K562	8	1	1.0000	0.1000	0.20	nan	73.1486	0.7773	0.4734	0.8900	0.0000	0.0000	0.0000	16.3636	1595.0000	11398.0000
HepG2	Meta	LCL	8	1	1.0000	0.1000	0.20	nan	58.4242	0.5631	0.2952	0.6095	0.0000	0.0000	4.8014	10.6498	2770.0000	18100.0000
HepG2	Double	K562	8	1	1.0000	0.1000	0.20	0.7144	69.6241	0.8459	0.5512	0.9286	0.0006	5.9561	14.2947	23.3856	1595.0000	11398.0000
HepG2	Double	LCL	8	1	1.0000	0.1000	0.20	0.6780	62.7717	0.6473	0.3644	0.7545	0.0004	7.2924	10.6137	13.6462	2770.0000	18100.0000
HepG2	Simple	K562	8	1	1.0000	0.1000	0.20	nan	59.8944	0.7441	0.4292	0.8611	0.0000	0.0000	0.0000	9.7179	1595.0000	11398.0000
HepG2	Simple	LCL	8	1	1.0000	0.1000	0.20	nan	50.4174	0.5653	0.2580	0.5496	0.0000	0.0000	0.0000	3.5018	2770.0000	18100.0000
K562	Meta	HepG2	8	1	1.0000	0.1000	0.20	nan	69.2626	0.7548	0.4362	0.8331	0.0000	0.0000	0.0000	10.2898	1691.0000	10478.0000
K562	Meta	LCL	8	1	1.0000	0.1000	0.20	nan	59.3801	0.6413	0.3069	0.6863	0.0000	0.0000	0.0000	0.0000	2770.0000	18100.0000
K562	Double	HepG2	8	1	1.0000	0.1000	0.20	0.7491	60.2217	0.7625	0.4719	0.8649	0.0000	0.0000	0.0000	15.1981	1691.0000	10478.0000
K562	Double	LCL	8	1	1.0000	0.1000	0.20	0.6796	60.2595	0.6449	0.3730	0.7664	0.0004	4.3682	10.3249	16.4621	2770.0000	18100.0000
K562	Simple	HepG2	8	1	1.0000	0.1000	0.20	nan	59.9851	0.6560	0.3670	0.7592	0.0000	0.0000	0.0000	6.6233	1691.0000	10478.0000
K562	Simple	LCL	8	1	1.0000	0.1000	0.20	nan	55.4833	0.5677	0.2707	0.5678	0.0000	1.1552	1.5523	6.0289	2770.0000	18100.0000
LCL	Meta	K562	8	1	1.0000	0.1000	0.20	nan	71.2210	0.8046	0.4804	0.8972	0.0075	1.6928	3.0094	16.3636	1595.0000	11398.0000
LCL	Meta	LCL	8	1	1.0000	0.1000	0.20	nan	61.3910	0.6663	0.3196	0.7197	0.0000	0.0000	0.0000	1.2996	2770.0000	18100.0000
LCL	Double	K562	8	1	1.0000	0.1000	0.20	0.7431	51.9708	0.8545	0.5646	0.9335	0.0006	2.0063	13.9812	23.9498	1595.0000	11398.0000
LCL	Double	LCL	8	1	1.0000	0.1000	0.20	0.6998	53.4920	0.6511	0.3570	0.7457	0.0004	6.7870	9.8195	13.3213	2770.0000	18100.0000
LCL	Simple	K562	8	1	1.0000	0.1000	0.20	0.7707	63.7623	0.7749	0.4685	0.8881	0.0006	2.5078	4.0752	16.4263	1595.0000	11398.0000
LCL	Simple	LCL	8	1	1.0000	0.1000	0.20	0.7070	57.9008	0.6077	0.3047	0.6690	0.0004	0.2166	0.2166	8.3755	2770.0000	18100.0000
